resource_id,resource_name,acronym,official_identity,description,homepage_url,data_access_url,research_areas,keywords,data_product_types,data_formats,visualization_types,geographic_coverage,covers_brazil,spatial_resolution,temporal_coverage,temporal_resolution,data_sources,free_download,access_conditions,programmatic_access,access_protocols,authentication_required,access_documentation_url,license,institutional_status,owner_or_manager,academic_uses,limitations,academic_evidence_type,academic_evidence_url,academic_evidence_note,verification_url,last_verified
DR0022,WorldClim,WorldClim,Base de dados climáticos globais de alta resolução espacial,Camadas climáticas globais de alta resolução para condições históricas e futuras.,https://www.worldclim.org/,https://www.worldclim.org/data/index.html,"Clima e Ciências Atmosféricas | Geociências, Solos e Geografia Física",clima | mudanças climáticas | bioclimatologia,climatologias | variáveis bioclimáticas | projeções,GeoTIFF,mapa interativo | busca tabular,global terrestre,sim,30 segundos de arco a 10 minutos; depende da versão,períodos climatológicos históricos e futuros,mensal | climatológica,estações | interpolação | modelos climáticos,sim,uso acadêmico e não comercial; redistribuição ou uso comercial requer permissão prévia,parcial,download HTTP | acesso por pacotes geoespaciais,não,,WorldClim: uso acadêmico e não comercial; redistribuição ou uso comercial requer permissão prévia,acadêmico,"WorldClim / University of California, Davis","Fornecer climatologias e variáveis bioclimáticas para ecologia espacial, modelagem de distribuição e cenários climáticos.","Não substituir observações diárias; registrar versão, período climatológico, resolução e cenário.",artigo revisado por pares,https://doi.org/10.1002/joc.5086,Artigo de dados de referência para as superfícies WorldClim 2 em resolução aproximada de 1 km.,https://www.worldclim.org/,2026-08-10
DR0023,Climatologies at High Resolution for the Earth's Land Surface Areas,CHELSA,Conjunto de climatologias de alta resolução para as superfícies terrestres,Climatologias e projeções climáticas globais com detalhamento topográfico.,https://chelsa-climate.org/,https://www.chelsa-climate.org/datasets/,"Clima e Ciências Atmosféricas | Geociências, Solos e Geografia Física",clima | mudanças climáticas | bioclimatologia,climatologias | variáveis bioclimáticas | projeções,COG (GeoTIFF) | NetCDF; varia,mapa interativo | busca tabular,global terrestre,sim,aproximadamente 1 km; varia conforme a versão,histórica e projeções,diária | mensal | climatológica; varia,modelos climáticos | downscaling | topografia,sim,aberto,parcial,download HTTP | repositórios de arquivos,não,,licença específica por versão,acadêmico,CHELSA Climate,"Usar climatologias, séries e projeções com detalhamento topográfico em ecologia, biogeografia e modelagem climática.","Alguns produtos possuem lacunas; versão, modelo, cenário, período e resolução devem ser registrados.",artigo revisado por pares,https://doi.org/10.1038/sdata.2017.122,Artigo de dados que descreve a climatologia CHELSA e sua aplicação em superfícies terrestres de alta resolução.,https://www.chelsa-climate.org/,2026-08-10
DR0024,Protected Planet / World Database on Protected Areas,Protected Planet / WDPA,Plataforma de conhecimento sobre áreas protegidas e outras medidas eficazes de conservação,Base global de áreas protegidas e outras medidas de conservação baseadas em área.,https://www.protectedplanet.net/,https://www.protectedplanet.net/en/thematic-areas/wdpa,Biodiversidade e Conservação | Planejamento Territorial e Políticas Públicas | Sensoriamento Remoto e Geoinformação,áreas protegidas | conservação | biodiversidade,polígonos | pontos | atributos | indicadores,Shapefile | CSV | File Geodatabase,mapa interativo | dashboard | gráficos,global,sim,geometrias vetoriais; precisão variável,situação corrente e versões periódicas,não se aplica,governos | organizações internacionais | gestores de áreas,sim,consulta pública | download não comercial sujeito a termos/cadastro | API com token | uso comercial via IBAT,sim,REST API | download tabular e geoespacial,parcial,https://api.protectedplanet.net/documentation,Protected Planet Terms of Use; uso comercial via IBAT,consórcio internacional,UNEP-WCMC / IUCN,"Analisar distribuição, cobertura e atributos de áreas protegidas e OECMs em estudos globais e nacionais.","WDPA e WD-OECM foram unificadas em 2025; usar API v4, pois v3 foi retirada em 2026; registrar a edição mensal e não interpretar polígonos como precisão cadastral uniforme.",artigo revisado por pares,https://doi.org/10.1371/journal.pbio.1002074,Exemplo de uso global da WDPA/Protected Planet para estimar visitação em áreas protegidas.,https://www.protectedplanet.net/en,2026-08-10
DR0025,IUCN Red List of Threatened Species,IUCN Red List,Fonte global de informação sobre o risco de extinção de espécies,Avaliações globais do risco de extinção de espécies.,https://www.iucnredlist.org/,https://www.iucnredlist.org/search,Biodiversidade e Conservação,biodiversidade | espécies | conservação,avaliações | categorias de ameaça | mapas de distribuição | ameaças,CSV | JSON | Shapefile; depende do acesso,mapa interativo | busca taxonômica | gráficos,global,sim,espécies e polígonos; precisão variável,avaliações históricas e vigentes,não se aplica,literatura | especialistas | dados de ocorrência | modelos,parcial,consulta pública | conta/termos para downloads | API v4 com token | uso não comercial sujeito aos termos,sim,REST API v4 | consulta web | downloads espaciais sujeitos a termos,parcial,https://api.iucnredlist.org/help,IUCN Red List Terms of Use; dados disponibilizados para uso não comercial,consórcio internacional,IUCN,"Consultar categorias, ameaças, habitats, tendências e mapas para conservação, ensino e priorização de espécies.",Avaliações têm datas e abrangências diferentes; API v3 foi removida em 2025 e deve-se usar API v4; downloads/API seguem termos próprios e podem exigir conta ou token.,artigo revisado por pares,https://doi.org/10.1016/j.tree.2005.10.010,Discute o valor científico e conservacionista da Lista Vermelha da IUCN e seus dados de avaliação.,https://api.iucnredlist.org/help,2026-08-10
DR0026,Ocean Biodiversity Information System,OBIS,Centro global de dados e informações de acesso aberto sobre biodiversidade marinha,Infraestrutura global de dados de ocorrência de biodiversidade marinha.,https://obis.org/,https://obis.org/data/access/,Biodiversidade e Conservação | Recursos Hídricos e Oceanografia | Infraestruturas e Ciência de Dados,biodiversidade | espécies | oceanos,ocorrências | datasets | taxonomia | mapas,TSV | GeoParquet | JSON; varia por dataset,mapa interativo | busca tabular | gráficos,global marinho,sim,ponto de ocorrência; varia,histórica ao presente,por registro,pesquisa | monitoramento | coleções | ciência cidadã,sim,aberto,sim,REST API | AWS Open Data | HTTP download,não,https://obis.org/data/access/,varia conforme o dataset,consórcio internacional,UNESCO-IOC / OBIS,"Acessar ocorrências marinhas para biogeografia, conservação, modelagem de distribuição e sínteses oceânicas.","Qualidade, licença, esforço amostral e precisão variam por dataset.",artigo revisado por pares,https://doi.org/10.3389/fmars.2018.00211,"Evidência de uso de infraestruturas de observações marinhas, incluindo OBIS, em variáveis essenciais de biodiversidade.",https://obis.org/data/access/,2026-08-10
DR0027,eBird,eBird,Projeto colaborativo de ciência cidadã sobre aves,"Base global de listas de observação, distribuição e abundância de aves.",https://science.ebird.org/,https://science.ebird.org/en/use-ebird-data,Biodiversidade e Conservação | Infraestruturas e Ciência de Dados,biodiversidade | aves | ciência cidadã,ocorrências | listas | abundância | tendências | mapas,texto tabulado (EBD) | JSON; formatos derivados variam por produto,mapa interativo | gráficos | dashboard,global,sim,local de observação e produtos em grade; varia,histórica ao presente,evento | semanal | anual; varia,ciência cidadã | protocolos de observação,sim,login e formulário para EBD | API key para API | produtos derivados podem exigir solicitação,sim,REST API | HTTP download,parcial,https://science.ebird.org/en/use-ebird-data,eBird Terms of Use; dados brutos gratuitos para uso não comercial,acadêmico,Cornell Lab of Ornithology,"Usar listas, ocorrências e produtos modelados em estudos de distribuição, abundância, migração e monitoramento de aves.",O acesso ao EBD completo exige solicitação; distinguir observações brutas dos produtos modelados e considerar viés de observador.,artigo revisado por pares,https://doi.org/10.1016/j.biocon.2009.05.006,Artigo de referência define o eBird como rede de observação de aves baseada em ciência participativa.,https://science.ebird.org/,2026-08-10
DR0028,Movebank,Movebank,Plataforma online e repositório de dados de rastreamento animal,Repositório e plataforma para dados de rastreamento animal e biologging.,https://www.movebank.org/,https://www.movebank.org/cms/movebank-content/data-repository,Biodiversidade e Conservação | Infraestruturas e Ciência de Dados,biodiversidade | movimento animal | comportamento,trajetórias | telemetria | metadados | estudos publicados,CSV | KML | JSON; varia,mapa interativo | gráficos | aplicativos,global,sim,pontos de rastreamento; depende do sensor,varia por estudo,segundos a dias; varia,GPS | satélite | rádio | sensores biologging,parcial,download público sem conta quando autorizado pelo estudo | conta para funções avançadas e solicitação de dados restritos | licenças/embargos por estudo,sim,REST API | HTTP download,parcial,https://github.com/movebank/movebank-api-doc,licença definida por estudo,acadêmico,Max Planck Institute of Animal Behavior,"Gerenciar e reutilizar dados de telemetria e biologging em estudos de movimento, migração e uso do habitat.","Acesso, embargo, licença e precisão espacial são definidos pelo proprietário de cada estudo.",artigo revisado por pares,https://doi.org/10.1111/2041-210X.13767,"Descreve o ecossistema Movebank, uploads, fluxos ao vivo, visualização, downloads, API e ferramentas analíticas.",https://www.movebank.org/cms/movebank-main,2026-08-10
DR0029,National Ecological Observatory Network,NEON,Observatório ecológico continental e instalação de pesquisa,"Observatório ecológico continental com dados padronizados de organismos, solo, água, atmosfera e sensoriamento remoto.",https://www.neonscience.org/data,https://data.neonscience.org/data-products/explore,Ciências Ambientais e Ecologia | Biodiversidade e Conservação | Sensoriamento Remoto e Geoinformação,ecologia | biodiversidade | solo | água | atmosfera | vegetação,séries temporais | amostras | imagens aéreas | produtos derivados,CSV | HDF5 | GeoTIFF | LAZ | formatos variados,mapa interativo | gráficos | pré-visualização de dados,continental — Estados Unidos,não,"ponto, parcela, torre e imagem; varia",2013 ao presente; varia,minutos a anual; varia,campo | laboratório | sensores | aeronaves,sim,consulta pública | conta obrigatória para downloads | token para API e neonUtilities,sim,REST API | pacote R neonUtilities | download em nuvem,sim,https://data.neonscience.org/data-api,CC BY 4.0 para dados obtidos desde 2026-06-30 | downloads anteriores permanecem sob CC0,público-acadêmico,Battelle / National Science Foundation,"Usar séries ecológicas padronizadas, amostras, sensores e sensoriamento aéreo para ensino, síntese e previsão ecológica.",Cobertura restrita aos Estados Unidos; produtos podem ser provisórios ou revisados; desde 2026-06-30 downloads exigem conta ou token e novos dados usam CC BY 4.0.,artigo revisado por pares,https://doi.org/10.1002/ecs2.4206,Exemplo de integração de dados NEON de campo e sensoriamento remoto para macroecologia.,https://www.neonscience.org/impact/observatory-blog/next-week-required-logins-and-data-licensing-updates,2026-08-10
DR0030,Data Observation Network for Earth,DataONE,Projeto comunitário e federação de repositórios de dados,Federação que oferece descoberta e acesso a dados distribuídos entre múltiplos repositórios membros.,https://www.dataone.org/,https://search.dataone.org/data,Ciências Ambientais e Ecologia | Infraestruturas e Ciência de Dados,ecologia | biodiversidade | clima | ambiente,datasets | metadados | pacotes de pesquisa,CSV | XML | NetCDF | formatos variados,mapa interativo | busca tabular | pré-visualização de metadados,global,parcial,varia conforme o dataset,varia conforme o dataset,varia conforme o dataset,repositórios membros | pesquisadores | instituições,parcial,aberto ou restrito conforme o dataset,sim,REST API DataONE | HTTPS/HTTP download,parcial,https://dataoneorg.github.io/api-documentation/apis/index.html,varia conforme o dataset,consórcio,DataONE e repositórios membros,Descobrir dados ambientais distribuídos entre repositórios membros e apoiar práticas FAIR e reprodutíveis.,"DataONE não é um único repositório; acesso, licença, formato e qualidade permanecem definidos por cada repositório e dataset.",artigo técnico,https://doi.org/10.1045/january2011-michener,Descrição de referência da DataONE como ciberinfraestrutura comunitária distribuída para dados ambientais.,https://www.dataone.org/,2026-08-10
DR0031,Knowledge Network for Biocomplexity,KNB,Repositório de dados ecológicos e ambientais,Repositório de dados ecológicos e ambientais com metadados estruturados.,https://knb.ecoinformatics.org/,https://knb.ecoinformatics.org/,Ciências Ambientais e Ecologia | Infraestruturas e Ciência de Dados,ecologia | biodiversidade | ambiente,datasets | metadados | pacotes de pesquisa,CSV | EML | formatos variados,mapa interativo | busca tabular | pré-visualização de metadados,global,parcial,varia conforme o dataset,varia conforme o dataset,varia conforme o dataset,pesquisadores | projetos | redes ecológicas,parcial,aberto ou restrito conforme o dataset,sim,REST API DataONE | HTTPS/HTTP download,parcial,https://dataoneorg.github.io/api-documentation/apis/index.html,varia conforme o dataset,acadêmico,National Center for Ecological Analysis and Synthesis,"Publicar, descobrir e reutilizar datasets com metadados ecológicos estruturados e identificadores persistentes.",É membro da DataONE; evitar duplicar o mesmo dataset recuperado pelos dois mecanismos. A API é a infraestrutura DataONE usada pelo repositório.,artigo revisado por pares,https://academic.oup.com/bioscience/article/54/3/240/223122,"Define a KNB como rede distribuída para descoberta, acesso, gestão e síntese de dados ecológicos heterogêneos.",https://knb.ecoinformatics.org/,2026-08-10
